-0.02480228072599634;0;
-0.19459589909719327;1;
-9.76191757999669;2;
-9.778317545417657;3;
-9.782223565219066;4;
-9.800190658462421;5;
-9.782019807738228;6;
-9.799614785283586;7;
-9.799614785283586;8;
-0.02480228072599634;9;
0.22832638410456585;10;
-9.762693277404843;11;
-9.781063952358355;12;
-9.80039441594326;13;
-9.800786197898855;14;
-9.779720248274407;15;
-9.799438560563386;16;
-9.760393717941023;17;
-9.761949046008851;18;
-9.762121337477527;19;
-9.780108096978484;20;
-9.762513119433125;21;
-9.763488641070598;22;
-9.725595544805907;23;
-9.722888470380408;24;
-9.781067885609877;25;
-0.02480228072599634;26;
-0.02480228072599634;27;
-9.78067610365428;28;
-9.800782264647335;29;
-9.763680598796876;30;
-9.762712943662445;31;
-9.800778331395817;32;
-9.762701143907885;33;
-9.763864690020116;34;
-9.782011941235186;35;
-9.762309361952287;36;
-9.742598916166347;37;
-9.782035540744308;38;
-9.761741355276492;39;
-9.743974086262456;40;
-9.78185144952107;41;
-9.780883794386638;42;
-9.779916139252206;43;
-9.780680036905798;44;
-9.7832108866111;45;
-9.802145634988884;46;
-9.762336894712927;47;
-9.800214257971541;48;
-9.820880559137352;49;
-9.781659491794791;50;
-0.02480228072599634;51;
0.2774675620318415;52;
-9.742622515675468;53;
-9.744542092938252;54;
-9.78300319587874;55;
-9.782051273750387;56;
-9.802333659463642;57;
-9.80039834919478;58;
-9.742626448926988;59;
-0.02480228072599634;60;
-0.022306830284376872;61;
-9.76213707048361;62;
-9.782227498470586;63;
-9.780492012431042;64;
-9.799442493814906;65;
-9.780276455195642;66;
-9.798455172422875;67;
-9.799434627311868;68;
-0.02480228072599634;69;
-0.02480228072599634;70;
-9.723867925269401;71;
-9.782427322699906;72;
-9.800790131150377;73;
-9.761373172830016;74;
-9.782826971158542;75;
-9.781267709839193;76;
-9.800606039927137;77;
-9.762513119433125;78;
-9.763300616595838;79;
-9.781063952358355;80;
-9.761745288528012;81;
-9.8201048617292;82;
-9.761557264053254;83;
-9.77934026607337;84;
-9.78301106238178;85;
-0.026913815715058964;86;
-0.02480228072599634;87;
-9.80019459171394;88;
-9.80041014894934;89;
-9.80136207107769;90;
-9.781267709839193;91;
-9.820496643684796;92;
-9.725603411308946;93;
-9.78300319587874;94;
-0.02480228072599634;95;
0.08090285032273892;96;
-9.76310079236652;97;
-9.781483267074593;98;
-9.76311259212108;99;
-9.762920634394803;100;
-9.762900968137203;101;
-9.782243231476667;102;
-9.799622651786624;103;
-0.02480228072599634;104;
0.1791852061772902;105;
-9.819732746031203;106;
-9.74357837105534;107;
-9.764640387428267;108;
-9.781843583018029;109;
-9.744334402205894;110;
-9.80158549481613;111;
-9.742802673647185;112;
-0.02480228072599634;113;
-0.02480228072599634;114;
-9.8400229982475;115;
-9.741846818267314;116;
-9.765431817842503;117;
-9.743206255357343;118;
-9.800578507166497;119;
-9.782055207001909;120;
-9.805581207804297;121;
-0.02480228072599634;122;
-0.027861606988558663;123;
-9.764068447500952;124;
-9.761561197304774;125;
-9.801170113351413;126;
-9.819940436763563;127;
-9.799842142273542;128;
-9.763719931312076;129;
-9.742982831618905;130;
-0.022882703463212133;131;
-0.02480228072599634;132;
-9.72502753813011;133;
-9.799070378116909;134;
-9.782415522945344;135;
-9.76309292586348;136;
-9.80040621569782;137;
-9.74243449120071;138;
-9.782591747665544;139;
-9.798870553887593;140;
-9.820112728232239;141;
-9.781275576342235;142;
-9.741650927289516;143;
-9.724443798448236;144;
-9.800241790732182;145;
-9.765196594349504;146;
-9.780919193650318;147;
-0.027873604346451065;148;
-0.02480228072599634;149;
-9.779751714286569;150;
-9.802133835234326;151;
-9.780895594141198;152;
-9.799442493814906;153;
-9.823395675836574;154;
-9.777448221571227;155;
-9.800982088876655;156;
-0.023266618915768974;157;
-0.02480228072599634;158;
-9.843298079348793;159;
-9.778964217123853;160;
-9.800390482691737;161;
-9.760417317450143;162;
-9.798318280217876;163;
-9.761557264053254;164;
-9.839259100593905;165;
-0.02480228072599634;166;
